nombre,x,y,cuarto,tiempo,equipo_local,resultado_local,resultado_visitante,equipo_visitante,descripcion,anotado,id_partido,jornada,temporada,competicion,playoff
D. Musa,24.75,25.3,1C,09:40,Real Madrid,0,0,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
D. Musa,27.784626,128.65,1C,08:24,Real Madrid,2,2,Barça,Tiro de 2,True,104358,1,2024-2025,Supercopa Endesa,False
D. Musa,162.35719,141.383333,1C,04:55,Real Madrid,4,7,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
D. Musa,27.6535,153.183333,1C,03:26,Real Madrid,11,10,Barça,Tiro de 2,True,104358,1,2024-2025,Supercopa Endesa,False
D. Musa,36.626254,167.716667,1C,01:35,Real Madrid,14,15,Barça,Tiro de 2,True,104358,1,2024-2025,Supercopa Endesa,False
D. Musa,24.824929,73.133333,2C,02:53,Real Madrid,34,32,Barça,Tiro de 2,False,104358,1,2024-2025,Supercopa Endesa,False
D. Musa,139.035525,80.55,2C,00:19,Real Madrid,41,42,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
D. Musa,45.505345,120.4,3C,08:02,Real Madrid,48,46,Barça,Tiro de 2,False,104358,1,2024-2025,Supercopa Endesa,False
D. Musa,62.495506,152.666667,3C,06:36,Real Madrid,52,46,Barça,Tiro de 2,True,104358,1,2024-2025,Supercopa Endesa,False
D. Musa,182.063529,166.816667,4C,04:04,Real Madrid,72,71,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
D. Musa,52.511211,152.433333,4C,03:08,Real Madrid,75,73,Barça,Tiro de 2,False,104358,1,2024-2025,Supercopa Endesa,False
D. Musa,24.75,258.216667,4C,03:05,Real Madrid,75,73,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
D. Musa,156.662583,217.15,4C,02:35,Real Madrid,75,73,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
X. Rathan-Mayes,108.183491,46.416667,1C,08:41,Real Madrid,0,2,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
X. Rathan-Mayes,92.092479,146.616667,1C,07:13,Real Madrid,4,5,Barça,Tiro de 2,True,104358,1,2024-2025,Supercopa Endesa,False
X. Rathan-Mayes,172.266556,219.45,1C,04:18,Real Madrid,7,10,Barça,Triple,True,104358,1,2024-2025,Supercopa Endesa,False
X. Rathan-Mayes,32.542621,127.95,1C,02:37,Real Madrid,12,13,Barça,Tiro de 2,False,104358,1,2024-2025,Supercopa Endesa,False
X. Rathan-Mayes,38.25596,167.683333,1C,02:10,Real Madrid,12,13,Barça,Tiro de 2,False,104358,1,2024-2025,Supercopa Endesa,False
X. Rathan-Mayes,24.75,24.883333,3C,07:13,Real Madrid,50,46,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
X. Rathan-Mayes,181.707616,148.216667,3C,05:24,Real Madrid,53,48,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
M. Hezonja,151.398817,175.65,1C,06:36,Real Madrid,4,5,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
M. Hezonja,112.81036,43.516667,2C,04:26,Real Madrid,32,26,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
M. Hezonja,72.180085,115.716667,2C,01:18,Real Madrid,39,37,Barça,Tiro de 2,False,104358,1,2024-2025,Supercopa Endesa,False
M. Hezonja,138.567219,50.85,3C,09:45,Real Madrid,44,42,Barça,Triple,True,104358,1,2024-2025,Supercopa Endesa,False
M. Hezonja,148.289262,82.316667,3C,09:07,Real Madrid,47,44,Barça,Triple,True,104358,1,2024-2025,Supercopa Endesa,False
M. Hezonja,95.857663,37.133333,3C,07:43,Real Madrid,50,46,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
M. Hezonja,26.548297,25.9,3C,07:06,Real Madrid,50,46,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
M. Hezonja,155.669773,213.45,3C,05:44,Real Madrid,53,48,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
M. Hezonja,26.754352,132.05,3C,03:02,Real Madrid,60,51,Barça,Tiro de 2,False,104358,1,2024-2025,Supercopa Endesa,False
M. Hezonja,141.526916,214.15,3C,02:22,Real Madrid,63,54,Barça,Triple,True,104358,1,2024-2025,Supercopa Endesa,False
M. Hezonja,84.15,174.816667,4C,01:18,Real Madrid,79,77,Barça,Tiro de 2,True,104358,1,2024-2025,Supercopa Endesa,False
M. Hezonja,163.424929,166.683333,4C,00:50,Real Madrid,80,80,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
W. Tavares,58.355676,128.616667,1C,06:02,Real Madrid,4,5,Barça,Tiro de 2,False,104358,1,2024-2025,Supercopa Endesa,False
W. Tavares,32.842337,107.966667,1C,03:51,Real Madrid,9,10,Barça,Tiro de 2,True,104358,1,2024-2025,Supercopa Endesa,False
W. Tavares,30.594465,152.966667,3C,08:00,Real Madrid,50,46,Barça,Tiro de 2,True,104358,1,2024-2025,Supercopa Endesa,False
W. Tavares,24.75,141.25,3C,04:49,Real Madrid,55,48,Barça,Mate,True,104358,1,2024-2025,Supercopa Endesa,False
W. Tavares,66.391816,147.916667,3C,03:28,Real Madrid,60,48,Barça,Tiro de 2,True,104358,1,2024-2025,Supercopa Endesa,False
W. Tavares,48.521239,144.8,4C,00:42,Real Madrid,82,80,Barça,Tiro de 2,True,104358,1,2024-2025,Supercopa Endesa,False
G. Deck,132.835147,217.616667,1C,01:44,Real Madrid,12,15,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
G. Deck,34.584437,119.0,1C,00:00,Real Madrid,20,18,Barça,Tiro de 2,False,104358,1,2024-2025,Supercopa Endesa,False
G. Deck,28.196736,151.316667,2C,01:02,Real Madrid,41,39,Barça,Tiro de 2,True,104358,1,2024-2025,Supercopa Endesa,False
G. Deck,29.976301,151.5,2C,00:22,Real Madrid,41,42,Barça,Tiro de 2,False,104358,1,2024-2025,Supercopa Endesa,False
G. Deck,35.146405,157.266667,4C,04:29,Real Madrid,72,71,Barça,Tiro de 2,False,104358,1,2024-2025,Supercopa Endesa,False
G. Deck,30.444607,127.016667,4C,03:36,Real Madrid,74,71,Barça,Tiro de 2,True,104358,1,2024-2025,Supercopa Endesa,False
F. Campazzo,143.100426,223.733333,1C,01:02,Real Madrid,17,15,Barça,Triple,True,104358,1,2024-2025,Supercopa Endesa,False
F. Campazzo,124.967597,237.216667,2C,01:56,Real Madrid,39,34,Barça,Triple,True,104358,1,2024-2025,Supercopa Endesa,False
F. Campazzo,318.752838,146.416667,2C,00:00,Real Madrid,41,42,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
F. Campazzo,31.474882,257.966667,3C,04:07,Real Madrid,58,48,Barça,Triple,True,104358,1,2024-2025,Supercopa Endesa,False
F. Campazzo,31.62474,132.066667,4C,00:29,Real Madrid,84,80,Barça,Tiro de 2,True,104358,1,2024-2025,Supercopa Endesa,False
A. Abalde,143.38141,71.116667,1C,00:29,Real Madrid,20,15,Barça,Triple,True,104358,1,2024-2025,Supercopa Endesa,False
A. Abalde,131.392763,68.833333,2C,06:02,Real Madrid,30,24,Barça,Triple,True,104358,1,2024-2025,Supercopa Endesa,False
A. Abalde,94.34035,105.6,2C,05:31,Real Madrid,32,24,Barça,Tiro de 2,True,104358,1,2024-2025,Supercopa Endesa,False
A. Abalde,92.18614,125.25,2C,03:56,Real Madrid,32,29,Barça,Tiro de 2,False,104358,1,2024-2025,Supercopa Endesa,False
A. Abalde,30.594465,154.483333,3C,01:31,Real Madrid,63,57,Barça,Tiro de 2,False,104358,1,2024-2025,Supercopa Endesa,False
S. Llull,24.75,26.183333,2C,08:44,Real Madrid,22,18,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
S. Llull,36.644986,21.766667,2C,07:17,Real Madrid,27,23,Barça,Triple,True,104358,1,2024-2025,Supercopa Endesa,False
S. Llull,154.508373,193.283333,4C,07:50,Real Madrid,69,62,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
S. Llull,88.383491,130.783333,4C,07:17,Real Madrid,69,65,Barça,Tiro de 2,False,104358,1,2024-2025,Supercopa Endesa,False
S. Llull,24.75,258.35,4C,06:35,Real Madrid,69,65,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
S. Llull,25.143377,26.1,4C,04:35,Real Madrid,72,71,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
A. Feliz,29.264475,113.683333,2C,07:48,Real Madrid,24,20,Barça,Tiro de 2,True,104358,1,2024-2025,Supercopa Endesa,False
A. Feliz,162.694371,141.966667,4C,09:17,Real Madrid,67,61,Barça,Triple,False,104358,1,2024-2025,Supercopa Endesa,False
