id_jugador,nombre_jugador,id_equipo,nombre_equipo,id_temporada,estado
30002865,Justin Anderson,2,Barça,2024,activo
30002439,Dame Sarr,2,Barça,2024,activo
30001949,Jan Vesely,2,Barça,2024,activo
20209919,Darío Brizuela,2,Barça,2024,activo
30003392,Chimezie Metu,2,Barça,2024,activo
20202163,Tomas Satoransky,2,Barça,2024,activo
20209187,Willy Hernangómez,2,Barça,2024,activo
30000093,Juan Núñez,2,Barça,2024,activo
30000037,Youssoupha Fall,2,Barça,2024,activo
20211947,Nico Laprovittola,2,Barça,2024,activo
20209223,Álex Abrines,2,Barça,2024,activo
30002721,Jabari Parker,2,Barça,2024,activo
20209859,Raul Neto,2,Barça,2024,activo
30003780,Arturas Butajevas,2,Barça,2024,activo
20212265,Joel Parra,2,Barça,2024,activo
30003788,Raúl Villar,2,Barça,2024,activo
30003361,Kevin Punter,2,Barça,2024,activo
30002776,Jakub Urbaniak,5,Dreamland Gran Canaria,2024,activo
20212462,Jovan Kljajic,5,Dreamland Gran Canaria,2024,activo
30003388,George Conditt IV,5,Dreamland Gran Canaria,2024,activo
30003377,Caleb Homesley,5,Dreamland Gran Canaria,2024,activo
20212190,Andrew Albicy,5,Dreamland Gran Canaria,2024,activo
20212648,Nico Brussino,5,Dreamland Gran Canaria,2024,activo
20212441,Miquel Salvó,5,Dreamland Gran Canaria,2024,activo
20210357,Carlos Alocén,5,Dreamland Gran Canaria,2024,activo
30002718,Pierre Pelos,5,Dreamland Gran Canaria,2024,activo
20210670,John Shurna,5,Dreamland Gran Canaria,2024,activo
20212399,Mike Tobey,5,Dreamland Gran Canaria,2024,activo
30001127,Joe Thomasson,5,Dreamland Gran Canaria,2024,activo
30002773,Massamba Diop,5,Dreamland Gran Canaria,2024,activo
30003398,Harald Frey,4,Surne Bilbao Basket,2024,activo
30003400,Muhammad-Ali Abdur-Rahkman,4,Surne Bilbao Basket,2024,activo
20212114,Rubén Domínguez,4,Surne Bilbao Basket,2024,activo
30000663,Iker Chacón,4,Surne Bilbao Basket,2024,activo
30002687,Thijs De Ridder,4,Surne Bilbao Basket,2024,activo
20212214,Tomasz Gielo,4,Surne Bilbao Basket,2024,activo
30003399,Marvin Jones,4,Surne Bilbao Basket,2024,activo
20212357,Melwin Pantzar,4,Surne Bilbao Basket,2024,activo
20203590,Xavi Rabaseda,4,Surne Bilbao Basket,2024,activo
20210258,Zoran Dragic,4,Surne Bilbao Basket,2024,activo
20212461,Tryggvi Hlinason,4,Surne Bilbao Basket,2024,activo
30002005,Amar Sylla,4,Surne Bilbao Basket,2024,activo
30001225,Kristian Kullamae,4,Surne Bilbao Basket,2024,activo
30001979,Dylan Osetkowski,14,Unicaja,2024,activo
20212243,Olek Balcerowski,14,Unicaja,2024,activo
30000049,Melvin Ejim,14,Unicaja,2024,activo
30001169,Tyler Kalinoski,14,Unicaja,2024,activo
30001981,Kameron Taylor,14,Unicaja,2024,activo
20200191,Jonathan Barreiro,14,Unicaja,2024,activo
20209226,Alberto Díaz,14,Unicaja,2024,activo
30001978,Tyson Carter,14,Unicaja,2024,activo
20202039,Nihad Djedovic,14,Unicaja,2024,activo
30003424,Killian Tillie,14,Unicaja,2024,activo
30000023,David Kravish,14,Unicaja,2024,activo
30001977,Kendrick Perry,14,Unicaja,2024,activo
20213230,Yankuba Sima,14,Unicaja,2024,activo
30000053,Tyson Pérez,14,Unicaja,2024,activo
30000095,Yannick Kraag,8,Joventut Badalona,2024,activo
30003339,Devon Dotson,8,Joventut Badalona,2024,activo
20211754,Pep Busquets,8,Joventut Badalona,2024,activo
20200836,Pau Ribas,8,Joventut Badalona,2024,activo
30003422,Kaiser Gates,8,Joventut Badalona,2024,activo
20211643,Artem Pustovyi,8,Joventut Badalona,2024,activo
20204158,Guillem Vives,8,Joventut Badalona,2024,activo
30003529,Sam Dekker,8,Joventut Badalona,2024,activo
20213414,Ian Platteeuw,8,Joventut Badalona,2024,activo
20213146,Pau Majoral,8,Joventut Badalona,2024,activo
20212073,Miguel Allen,8,Joventut Badalona,2024,activo
30002869,Michael Ruzic,8,Joventut Badalona,2024,activo
30003813,Miye Oni,8,Joventut Badalona,2024,activo
30000287,Kassius Robertson,8,Joventut Badalona,2024,activo
20202172,Ante Tomic,8,Joventut Badalona,2024,activo
20209836,Adam Hanga,8,Joventut Badalona,2024,activo
30002691,Keye Van der Vuurst,8,Joventut Badalona,2024,baja
30001171,Trae Bell-Haynes,16,Casademont Zaragoza,2024,activo
30000031,AJ Slaughter,16,Casademont Zaragoza,2024,activo
20210918,Santi Yusta,16,Casademont Zaragoza,2024,activo
20212476,Miguel González,16,Casademont Zaragoza,2024,activo
